FlightPlanID,DronePortID,ETD,ETD_Seconds,OriginLat,OriginLon,OriginNodeID,DestinationLat,DestinationLon,DestinationNodeID,DroneModel,EstimatedFlightTime,Ceiling
FP000001,DP1,00:07:37,457,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.77019204302611,-73.98854156169558,L0_X3_Y1,Heavy Quadcopter,2.168449347446177,400.0
FP000002,DP1,00:30:32,1832,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.78699832071604,-73.97003786955823,L0_X9_Y2,Heavy Quadcopter,6.171428571430029,400.0
FP000003,DP1,00:23:09,1389,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.78699832071604,-73.97003786955823,L0_X9_Y2,Heavy Quadcopter,6.171428571430029,400.0
FP000004,DP1,00:58:07,3487,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.76966039050614,-73.97794545612722,L0_X4_Y3,Heavy Quadcopter,2.8271792266185782,400.0
FP000005,DP1,00:24:12,1452,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.75981568421803,-73.97455085584699,L0_X2_Y5,Heavy Quadcopter,2.472111579891797,400.0
FP000006,DP1,00:30:15,1815,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.78025834443931,-73.9642447000679,L0_X8_Y4,Heavy Quadcopter,5.654296319004053,400.0
FP000007,DP1,00:04:00,240,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.79684146022382,-73.97342935814612,L0_X11_Y0,Heavy Quadcopter,7.6665187604987475,400.0
FP000008,DP1,00:57:47,3467,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.77950431799445,-73.98133953022825,L0_X6_Y1,Heavy Quadcopter,4.1710687505137205,400.0
FP000009,DP1,00:30:31,1831,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.77405040979117,-73.9690467816812,L0_X6_Y4,Heavy Quadcopter,4.33659489450291,400.0
FP000010,DP1,00:10:40,640,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.78956987308414,-73.95703989441876,L0_X11_Y4,Heavy Quadcopter,7.666266720294219,400.0
FP000011,DP1,00:54:46,3286,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.79888095349351,-73.94983306788735,L0_X14_Y4,Heavy Quadcopter,9.697210805953638,400.0
FP000012,DP1,00:57:45,3465,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.784425989596436,-73.98303636971889,L0_X7_Y0,Heavy Quadcopter,4.992075340523203,400.0
FP000013,DP1,00:30:24,1824,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.79524429056968,-73.94164007604267,L0_X14_Y6,Heavy Quadcopter,9.983411713321875,400.0
FP000014,DP1,00:11:13,673,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.76966039050614,-73.97794545612722,L0_X4_Y3,Heavy Quadcopter,2.8271792266185782,400.0
FP000015,DP1,00:30:41,1841,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.76034781706346,-73.98514574781025,L0_X1_Y3,Heavy Quadcopter,0.969678510143508,400.0
FP000016,DP1,00:10:31,631,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.76966039050614,-73.97794545612722,L0_X4_Y3,Heavy Quadcopter,2.8271792266185782,400.0
FP000017,DP1,00:37:57,2277,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.77950431799445,-73.98133953022825,L0_X6_Y1,Heavy Quadcopter,4.1710687505137205,400.0
FP000018,DP1,00:02:08,128,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.78518035138104,-73.96594048404285,L0_X9_Y3,Heavy Quadcopter,6.209311467252195,400.0
FP000019,DP1,00:22:44,1364,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.79373766726678,-73.9758314478714,L0_X10_Y0,Heavy Quadcopter,6.992941029544271,400.0
FP000020,DP1,00:12:51,771,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.79267361637135,-73.95463784350675,L0_X12_Y4,Heavy Quadcopter,8.341821619477306,400.0
FP000021,DP1,00:14:34,874,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.77586852413602,-73.97314414039505,L0_X6_Y3,Heavy Quadcopter,4.170942399566931,400.0
FP000022,DP1,00:54:30,3270,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.76163394353471,-73.97864825325121,L0_X2_Y4,Heavy Quadcopter,1.9393117363482997,400.0
FP000023,DP1,00:45:25,2725,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.79138798729329,-73.96113692414926,L0_X11_Y3,Heavy Quadcopter,7.5738661619226475,400.0
FP000024,DP1,00:30:06,1806,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.78828419423568,-73.96353881635659,L0_X10_Y3,Heavy Quadcopter,6.891247687249204,400.0
FP000025,DP1,00:34:59,2099,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.80123121741077,-73.96452693437932,L0_X13_Y1,Heavy Quadcopter,8.940652366601629,400.0
FP000026,DP1,00:57:15,3435,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.75671144334132,-73.97695059757008,L0_X1_Y5,Heavy Quadcopter,2.168267078335009,400.0
FP000027,DP1,00:18:00,1080,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.77329618442839,-73.98614110886417,L0_X4_Y1,Heavy Quadcopter,2.8273034962846886,400.0
FP000028,DP1,00:16:58,1018,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.79063382450314,-73.97823331301397,L0_X9_Y0,Heavy Quadcopter,6.321973326313571,400.0
FP000029,DP1,00:28:10,1690,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.79063382450314,-73.97823331301397,L0_X9_Y0,Heavy Quadcopter,6.321973326313571,400.0
FP000030,DP1,00:00:12,12,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.7999452033641,-73.97102704379611,L0_X12_Y0,Heavy Quadcopter,8.342074305936697,400.0
FP000031,DP1,00:42:30,2550,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.764205612630754,-73.9656536580034,L0_X4_Y6,Heavy Quadcopter,3.8784423478046164,400.0
FP000032,DP1,00:13:03,783,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.77405040979117,-73.9690467816812,L0_X6_Y4,Heavy Quadcopter,4.33659489450291,400.0
FP000033,DP1,00:25:54,1554,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.79502378088036,-73.96933165600414,L0_X11_Y1,Heavy Quadcopter,7.5739937292410815,400.0
FP000034,DP1,00:51:51,3111,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.787529931942984,-73.9806349536158,L0_X8_Y0,Heavy Quadcopter,5.654544844006641,400.0
FP000035,DP1,00:58:08,3488,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.76655624908154,-73.98034577756833,L0_X3_Y3,Heavy Quadcopter,2.1683278262141794,400.0
FP000036,DP1,00:32:57,1977,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.77329618442839,-73.98614110886417,L0_X4_Y1,Heavy Quadcopter,2.8273034962846886,400.0
FP000037,DP1,00:46:42,2802,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.76034781706346,-73.98514574781025,L0_X1_Y3,Heavy Quadcopter,0.969678510143508,400.0
FP000038,DP1,00:59:13,3553,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.79085535727815,-73.9505411037534,L0_X12_Y5,Heavy Quadcopter,8.481351274170525,400.0
FP000039,DP1,00:11:03,663,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.76966039050614,-73.97794545612722,L0_X4_Y3,Heavy Quadcopter,2.8271792266185782,400.0
FP000040,DP1,00:38:59,2339,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.765270027388475,-73.9868437204482,L0_X2_Y2,Heavy Quadcopter,1.3714285714289074,400.0
FP000041,DP1,00:08:06,486,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.80123121741077,-73.96452693437932,L0_X13_Y1,Heavy Quadcopter,8.940652366601629,400.0
FP000042,DP1,00:10:58,658,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.79010216354035,-73.96763613605397,L0_X10_Y2,Heavy Quadcopter,6.857142857143504,400.0
FP000043,DP1,00:39:29,2369,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.80123121741077,-73.96452693437932,L0_X13_Y1,Heavy Quadcopter,8.940652366601629,400.0
FP000044,DP1,00:46:02,2762,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.75178874853821,-73.97525281062195,L0_X0_Y6,Heavy Quadcopter,2.742857142855543,400.0
FP000045,DP1,00:57:03,3423,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.76912810854876,-73.96735028564328,L0_X5_Y5,Heavy Quadcopter,3.9979551270177858,400.0
FP000046,DP1,00:57:41,3461,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.79684146022382,-73.97342935814612,L0_X11_Y0,Heavy Quadcopter,7.6665187604987475,400.0
FP000047,DP1,00:53:31,3211,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.787529931942984,-73.9806349536158,L0_X8_Y0,Heavy Quadcopter,5.654544844006641,400.0
FP000048,DP1,00:17:39,1059,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.78154397791421,-73.95774638539304,L0_X9_Y5,Heavy Quadcopter,6.504801204235317,400.0
FP000049,DP1,00:36:57,2217,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.784425989596436,-73.98303636971889,L0_X7_Y0,Heavy Quadcopter,4.992075340523203,400.0
FP000050,DP1,00:37:31,2251,40.75906149595441,-73.99164337364796,L0_X0_Y2,40.7999452033641,-73.97102704379611,L0_X12_Y0,Heavy Quadcopter,8.342074305936697,400.0
FP000051,DP2,00:40:14,2414,40.79524429056968,-73.94164007604267,L0_X14_Y6,40.77768649354284,-73.97724172324111,L0_X6_Y2,Heavy Quadcopter,6.132183864272275,400.0
